25	354	1
25	1093	1
25	1332	2
25	1638	1
25	2253	1
25	2260	4
25	2264	5
25	2268	2
25	2280	3
121	1332	6
121	1591	1
121	1712	1
121	1943	1
121	2260	1
121	2280	1
123	522	1
123	804	1
123	811	1
123	892	1
123	1332	3
123	2260	3
123	2264	2
123	2268	1
125	522	1
125	767	2
125	772	1
125	892	1
125	1332	7
125	1348	1
125	1712	1
125	1935	1
125	2260	1
125	2264	4
223	332	1
223	354	1
223	499	5
223	522	1
223	811	1
223	1332	10
223	2264	1
254	332	1
254	499	1
254	1191	1
254	1332	2
254	1591	1
254	2264	1
254	2280	1
332	354	2
332	499	1
332	520	2
332	522	1
332	767	1
332	769	2
332	804	1
332	811	2
332	1332	24
332	1591	1
332	1638	1
332	1651	1
332	1712	1
332	1788	1
332	1935	3
332	2064	2
332	2253	1
332	2260	6
332	2264	6
332	2280	1
332	2458	2
354	499	2
354	522	1
354	804	1
354	811	1
354	1332	6
354	1588	1
354	1591	1
354	1712	1
354	2264	1
354	2280	1
354	2442	1
499	522	2
499	767	1
499	804	1
499	811	1
499	1332	24
499	1431	1
499	1712	1
499	1903	1
499	2260	2
499	2385	1
520	710	1
520	804	1
520	1332	4
520	1557	1
520	1588	1
520	2260	2
520	2264	2
522	804	1
522	1332	6
522	1591	1
522	2264	1
550	1256	12
550	1258	3
550	1367	1
550	2025	15
550	2088	1
550	2111	7
550	2115	5
550	2364	1
562	767	4
562	772	1
562	1591	1
562	2260	1
710	767	1
710	1332	1
710	1588	1
710	1903	1
710	2260	1
710	2268	1
710	2385	1
767	804	2
767	811	1
767	846	2
767	922	1
767	1093	3
767	1244	1
767	1332	1
767	1588	9
767	1591	5
767	1638	1
767	1651	1
767	1659	2
767	1714	1
767	1788	2
767	1935	3
767	2253	1
767	2260	8
769	1093	1
769	1588	1
769	1638	1
769	1935	1
769	2261	2
769	2458	1
772	811	1
772	892	1
772	1154	1
772	1638	1
772	2264	1
804	1070	1
804	1332	6
804	1431	1
804	1557	1
804	2264	1
811	1332	8
811	1353	1
811	1712	1
811	1943	1
811	2280	1
838	1256	5
838	1258	1
838	1367	2
838	2025	8
838	2111	4
838	2115	2
838	2364	1
846	1332	3
846	1588	1
846	1714	1
892	1332	5
892	2260	1
892	2268	1
922	1256	1
922	1332	1
922	1588	2
922	1591	1
922	1651	1
922	2025	2
922	2115	1
922	2260	1
922	2261	1
1070	1332	5
1093	1712	1
1093	2260	2
1093	2261	1
1093	2264	1
1154	1332	6
1154	2260	1
1154	2264	1
1191	1540	2
1191	1638	1
1191	2264	3
1244	1588	1
1244	1935	1
1244	1943	1
1244	2025	2
1244	2115	1
1244	2264	1
1256	1367	7
1256	2025	49
1256	2088	6
1256	2111	25
1256	2115	20
1256	2364	8
1258	1367	1
1258	2025	5
1258	2115	2
1332	1358	3
1332	1431	4
1332	1540	1
1332	1557	5
1332	1569	5
1332	1588	6
1332	1591	8
1332	1638	1
1332	1651	5
1332	1712	10
1332	1714	4
1332	1788	5
1332	1903	4
1332	1935	3
1332	1943	5
1332	2253	1
1332	2260	25
1332	2261	4
1332	2264	13
1332	2268	3
1332	2280	5
1332	2374	2
1332	2385	4
1332	2458	3
1348	1903	1
1353	2280	1
1358	1638	1
1361	2260	1
1367	2025	8
1367	2111	3
1367	2364	4
1431	2264	1
1540	2260	1
1540	2264	3
1557	2264	1
1557	2280	1
1569	2264	1
1569	2280	1
1588	1638	1
1588	1712	1
1588	1788	1
1588	1935	1
1588	2260	6
1588	2264	2
1588	2442	1
1591	1651	1
1591	1659	1
1591	1788	1
1591	2253	1
1591	2260	1
1591	2264	2
1638	1712	1
1638	1935	1
1638	2261	2
1638	2264	2
1651	1712	1
1651	1935	1
1651	2064	1
1651	2260	1
1659	2260	2
1659	2264	1
1712	1943	1
1712	2260	1
1712	2261	1
1712	2280	1
1712	2442	1
1788	1903	1
1788	2260	2
1788	2280	1
1903	2260	2
1903	2268	1
1903	2458	1
1935	2253	1
1935	2264	2
1935	2458	1
1943	2025	1
1943	2253	1
1943	2260	1
1943	2442	1
2025	2088	6
2025	2111	29
2025	2115	21
2025	2364	5
2064	2260	2
2088	2111	5
2111	2364	3
2115	2364	2
2253	2264	1
2253	2442	3
2260	2268	2
2260	2280	2
2260	2385	1
2264	2268	2
2264	2385	1
2264	2458	1
