4	5	1
4	8	1
4	17	4
4	29	1
4	33	1
4	35	3
4	40	7
4	42	1
4	46	1
4	48	2
4	49	1
4	63	1
4	72	16
4	74	1
4	78	2
4	80	1
4	82	3
4	83	1
4	86	1
4	87	1
4	91	2
4	92	1
4	100	11
5	10	2
5	17	2
5	25	1
5	29	3
5	35	3
5	40	1
5	46	2
5	48	1
5	63	1
5	68	1
5	72	2
5	74	1
5	75	1
5	87	1
5	91	1
5	100	2
5	103	1
8	29	2
8	86	1
8	100	1
8	103	1
10	22	2
10	29	1
10	35	1
10	46	1
10	52	1
10	63	3
10	64	1
10	72	1
10	87	3
10	90	1
10	98	1
10	100	2
14	29	1
14	32	1
14	33	4
14	35	1
14	40	1
14	46	1
14	48	1
14	64	1
14	68	1
14	75	3
14	78	1
14	79	1
14	87	2
14	90	1
14	91	1
14	100	5
17	25	1
17	28	3
17	29	7
17	32	2
17	33	7
17	35	8
17	37	1
17	42	1
17	44	1
17	46	4
17	48	2
17	52	1
17	58	1
17	60	1
17	63	1
17	72	10
17	74	2
17	78	1
17	79	1
17	80	1
17	82	1
17	84	1
17	86	2
17	87	2
17	91	1
17	92	1
17	96	1
17	100	23
17	102	1
19	25	1
19	35	1
19	100	1
22	25	1
22	81	1
24	33	1
24	80	1
24	95	1
25	28	1
25	29	1
25	35	3
25	40	1
25	44	1
25	48	1
25	52	1
25	57	2
25	63	1
25	74	2
25	78	1
25	81	2
25	87	2
25	102	1
26	35	1
26	40	1
26	48	1
26	63	1
26	85	1
26	91	1
26	100	3
28	52	1
28	79	1
28	86	1
28	100	1
29	32	3
29	33	5
29	35	10
29	37	2
29	39	2
29	40	5
29	44	1
29	45	1
29	46	3
29	48	3
29	57	1
29	66	1
29	68	2
29	70	1
29	72	14
29	76	1
29	78	1
29	79	5
29	80	4
29	82	1
29	83	2
29	86	4
29	87	3
29	90	3
29	91	2
29	96	2
29	98	1
29	100	23
29	102	1
29	103	4
32	33	1
32	37	1
32	46	1
32	48	1
32	64	1
32	72	4
32	100	3
33	35	7
33	37	2
33	40	1
33	45	2
33	46	4
33	48	3
33	63	1
33	64	1
33	72	4
33	74	3
33	78	1
33	80	2
33	82	2
33	84	1
33	87	2
33	90	1
33	91	5
33	94	1
33	95	2
33	100	10
35	37	1
35	39	3
35	40	3
35	42	1
35	44	3
35	45	1
35	46	4
35	48	2
35	58	1
35	63	8
35	68	1
35	72	5
35	74	5
35	75	1
35	76	1
35	77	2
35	78	2
35	79	1
35	80	1
35	82	2
35	83	3
35	86	5
35	87	8
35	90	1
35	91	8
35	100	39
35	102	1
37	46	1
37	68	1
37	77	1
37	87	1
37	91	1
37	100	1
39	42	1
39	72	1
39	83	5
39	102	1
40	46	1
40	48	1
40	49	1
40	57	1
40	68	1
40	72	1
40	74	1
40	78	1
40	79	5
40	82	3
40	86	4
40	91	1
40	92	3
40	96	2
40	100	10
40	102	2
41	57	1
41	93	1
41	100	1
42	70	1
42	72	1
42	82	1
42	83	1
42	86	1
42	92	1
42	100	1
43	57	3
43	95	3
43	100	1
44	46	2
44	48	1
44	77	1
44	87	2
44	90	1
44	100	1
45	46	1
45	80	1
45	90	1
45	100	8
46	55	1
46	63	3
46	68	1
46	72	6
46	74	1
46	77	1
46	79	2
46	80	1
46	84	1
46	86	1
46	87	4
46	90	1
46	91	1
46	96	1
46	100	12
47	100	1
48	57	2
48	63	1
48	64	1
48	72	7
48	74	1
48	77	1
48	80	1
48	82	2
48	85	1
48	86	1
48	87	3
48	91	4
48	92	1
48	93	2
48	100	9
48	102	2
49	72	1
49	96	2
49	100	2
50	78	1
50	95	1
52	100	1
57	70	4
57	71	1
57	72	2
57	86	3
57	87	1
57	95	1
57	96	3
57	100	3
58	63	1
58	100	1
60	100	1
63	64	1
63	72	1
63	74	1
63	77	1
63	78	1
63	80	1
63	82	1
63	91	3
63	100	6
64	72	1
64	90	1
64	100	1
65	85	1
65	100	1
66	72	1
66	100	1
67	72	1
67	86	1
67	100	1
68	72	1
68	79	1
68	91	2
68	100	1
70	72	1
70	76	1
70	79	2
70	86	5
70	87	1
70	92	1
70	96	4
70	100	3
71	80	1
71	93	1
71	95	1
72	74	2
72	78	1
72	79	2
72	82	25
72	83	1
72	86	7
72	87	2
72	90	1
72	91	2
72	92	7
72	95	1
72	96	2
72	100	63
72	102	1
72	103	2
73	86	1
74	75	1
74	78	1
74	80	1
74	82	1
74	87	3
74	98	1
74	100	6
74	102	1
75	87	3
75	98	2
75	100	1
76	100	2
77	87	2
77	100	2
78	87	2
78	100	2
78	102	3
79	81	1
79	86	1
79	91	1
79	94	1
79	96	1
79	100	3
80	87	1
80	93	1
80	96	2
80	100	3
81	94	1
81	100	1
82	86	1
82	91	1
82	92	1
82	95	1
82	100	7
83	102	1
84	87	1
84	100	1
85	91	1
85	100	1
86	91	2
86	92	1
86	96	4
86	100	18
87	95	1
87	100	8
90	100	2
91	95	1
91	100	10
92	100	4
93	102	1
95	100	5
96	100	3
98	100	1
100	103	1
