15	332	1
15	803	1
15	1163	1
15	1315	4
15	1783	2
18	505	1
18	562	1
18	752	1
18	796	1
18	803	2
18	1153	3
18	1161	1
18	1315	8
18	1605	1
18	1648	1
18	1964	1
18	2276	2
41	505	1
41	562	1
41	1315	1
41	1318	1
41	2066	1
41	2387	1
51	123	1
51	227	1
51	532	1
51	562	2
51	1315	6
51	2006	1
51	2066	1
51	2293	1
123	132	2
123	227	2
123	235	1
123	332	4
123	355	1
123	481	1
123	521	1
123	522	2
123	532	2
123	557	1
123	562	25
123	604	1
123	832	1
123	837	1
123	943	2
123	1009	1
123	1083	1
123	1161	1
123	1163	1
123	1164	1
123	1315	75
123	1318	1
123	1407	1
123	1409	1
123	1602	3
123	1605	5
123	1672	1
123	1783	4
123	1784	1
123	1793	1
123	1863	1
123	1933	1
123	1957	3
123	1964	1
123	2006	1
123	2111	1
123	2269	3
123	2276	3
123	2278	2
123	2321	1
123	2387	1
123	2388	1
123	2435	2
123	2436	1
130	827	1
130	1315	10
130	1941	2
130	2006	1
130	2276	4
132	332	1
132	556	1
132	557	1
132	562	4
132	1315	8
132	1941	2
132	1957	1
132	2269	2
132	2276	1
132	2278	2
132	2435	1
174	562	1
174	648	1
174	1009	1
174	1315	3
174	1318	1
174	1784	1
174	1793	1
174	1964	2
174	2269	2
220	562	1
220	819	3
220	1009	1
220	1164	1
220	1315	3
227	235	1
227	453	1
227	562	4
227	832	2
227	943	1
227	1315	11
227	1605	2
227	1783	1
227	1891	1
227	2276	1
235	562	1
235	943	1
235	1315	6
271	332	2
271	562	4
271	804	1
271	1315	4
271	1783	1
332	355	3
332	521	2
332	522	1
332	557	2
332	562	8
332	677	1
332	803	3
332	804	1
332	832	1
332	837	2
332	882	1
332	1083	1
332	1315	38
332	1602	2
332	1605	1
332	1672	2
332	1783	2
332	1793	1
332	1863	2
332	1941	1
332	1957	7
332	1964	1
332	2269	5
332	2276	3
332	2278	1
332	2293	2
332	2387	1
332	2388	1
332	2392	2
332	2435	2
351	522	1
351	532	1
351	1315	4
351	1318	1
351	1793	1
351	1964	1
351	2066	1
351	2387	1
355	505	1
355	521	1
355	803	1
355	837	1
355	1315	4
355	1602	2
355	1672	2
355	1863	1
355	1957	2
355	1964	1
355	2134	1
355	2269	1
355	2276	1
355	2435	1
355	2436	1
361	562	1
361	1299	1
361	1315	3
361	1318	1
398	521	1
398	522	1
398	832	1
398	1315	6
398	1318	2
398	1366	1
398	1793	1
398	1891	1
398	1902	1
398	2276	1
398	2321	3
398	2387	1
453	562	4
453	1315	5
453	2278	1
453	2392	1
475	562	1
475	1164	1
475	1315	5
481	562	1
481	798	1
481	1315	5
481	1941	1
505	532	1
505	562	1
505	796	1
505	837	1
505	1153	1
505	1315	9
505	1318	1
505	2066	1
505	2288	1
521	522	1
521	562	2
521	798	1
521	1163	1
521	1315	11
521	1318	1
521	1863	1
521	2276	1
521	2504	1
522	648	1
522	677	1
522	796	1
522	798	1
522	832	2
522	1163	1
522	1164	1
522	1315	14
522	1318	6
522	1366	1
522	1784	3
522	1793	6
522	2066	2
522	2278	2
522	2321	3
522	2387	5
522	2388	3
522	2435	1
522	2436	1
532	562	2
532	1315	6
532	1605	1
532	1863	1
532	2006	1
556	562	1
556	752	1
556	1164	1
556	1315	3
556	1783	1
556	1964	1
556	2278	1
556	2293	1
557	562	1
557	837	1
557	1315	4
557	1605	1
557	1941	1
557	1957	1
557	2269	1
557	2278	2
557	2504	1
562	604	1
562	677	1
562	752	1
562	795	1
562	803	1
562	804	2
562	819	1
562	827	1
562	832	7
562	837	1
562	882	1
562	943	2
562	1009	3
562	1083	2
562	1161	2
562	1299	1
562	1315	160
562	1318	2
562	1366	1
562	1588	1
562	1602	1
562	1605	5
562	1648	1
562	1672	3
562	1783	6
562	1793	1
562	1863	2
562	1933	3
562	1941	2
562	1957	3
562	1964	3
562	2006	1
562	2066	1
562	2134	1
562	2269	5
562	2276	4
562	2278	2
562	2293	1
562	2321	1
562	2387	2
562	2392	3
562	2435	3
562	2504	1
604	1315	4
604	1318	1
648	841	1
648	1315	1
648	1318	1
648	2269	1
677	1315	5
677	2278	1
752	803	1
752	1315	5
752	1783	2
752	1964	1
752	2269	1
752	2276	2
752	2392	1
752	2435	1
752	2504	1
795	1163	3
795	1315	5
796	832	1
796	1153	1
796	1315	3
796	1793	1
796	2288	1
798	1163	2
798	1164	1
798	1315	2
803	827	1
803	832	1
803	1315	4
803	1602	1
803	1605	1
803	1672	3
803	1957	1
803	2276	3
803	2387	1
803	2392	1
804	1315	1
804	1648	1
804	1672	1
804	2278	1
804	2293	1
819	1163	1
819	1315	4
827	1315	2
827	1648	1
827	2276	1
832	837	2
832	1009	1
832	1161	1
832	1315	16
832	1318	1
832	1588	1
832	1783	1
832	1784	1
832	1793	2
832	1957	1
832	2066	1
832	2269	1
832	2276	1
832	2321	3
832	2387	3
832	2392	1
837	1315	10
837	1318	1
837	1602	1
837	1672	1
837	1863	1
837	1957	1
837	1964	1
837	2269	1
837	2276	2
837	2435	1
841	1315	7
841	1902	1
841	2269	1
841	2392	1
882	1315	10
882	1602	1
882	2276	1
943	1009	1
943	1315	4
943	2270	1
943	2276	1
943	2436	1
1009	1315	6
1009	1588	1
1009	2276	1
1009	2321	1
1009	2387	1
1083	1315	5
1083	1409	1
1083	1602	1
1083	2276	1
1083	2293	1
1153	1161	1
1153	1315	2
1153	1605	1
1153	1648	1
1153	2392	1
1161	1315	6
1161	1784	1
1161	1793	1
1161	2066	1
1161	2387	1
1163	1315	8
1164	1315	4
1164	1318	1
1164	1784	1
1164	1941	1
1164	2288	1
1164	2436	1
1299	1315	4
1299	1318	1
1315	1318	22
1315	1366	3
1315	1407	5
1315	1409	5
1315	1588	7
1315	1602	9
1315	1605	28
1315	1648	2
1315	1672	9
1315	1783	29
1315	1784	8
1315	1793	11
1315	1863	8
1315	1891	6
1315	1902	2
1315	1933	4
1315	1941	14
1315	1957	9
1315	1964	10
1315	2006	6
1315	2066	11
1315	2111	4
1315	2134	5
1315	2269	21
1315	2270	1
1315	2276	35
1315	2278	17
1315	2288	7
1315	2293	4
1315	2321	9
1315	2387	12
1315	2388	5
1315	2392	12
1315	2435	11
1315	2436	1
1315	2504	5
1318	1588	1
